GrLivArea,BedroomAbvGr,FullBath,HalfBath,OverallQual,OverallCond,YearBuilt,YearRemodAdd,LotArea,GarageArea,nbhd_high,nbhd_mid,SalePrice
1494,3,2,0,7,5,1998,1998,16196,514,0,1,215000
2358,4,2,0,8,5,1872,1987,5250,0,0,0,122000
2634,6,2,2,5,5,1969,1969,11643,968,0,0,200000
1716,4,1,1,6,6,1962,1962,9247,490,0,0,171000
1176,2,1,0,6,9,1937,2000,6000,624,0,0,134900
3238,4,2,1,8,5,1995,1996,14720,666,1,0,410000
1865,3,2,1,7,5,2000,2000,10316,839,0,1,235000
1920,4,3,0,7,6,1968,1992,10192,487,0,1,170000
892,3,1,0,5,5,1966,1966,9477,264,0,0,110000
1078,3,1,1,5,6,1971,2008,12537,500,0,0,149900
1573,3,2,1,6,5,2000,2000,2117,440,0,1,177500
1980,3,2,0,9,5,2004,2005,16737,770,1,0,315000
2601,4,3,1,5,6,1921,1998,9842,621,0,0,189000
1530,3,2,0,7,5,2005,2005,16158,430,1,0,260000
1738,4,2,0,4,4,1920,2007,12513,368,0,0,104900
1412,3,2,1,6,5,2006,2007,8499,432,0,1,156932
1200,2,2,1,7,5,2005,2005,3180,480,0,1,144152
1674,3,2,1,7,5,2000,2000,7500,663,0,1,216000
1790,3,2,1,7,5,1999,1999,9179,588,0,1,193000
1475,4,2,0,5,6,1977,1977,2665,336,0,0,127000
848,1,1,0,6,5,2003,2004,4435,420,0,1,144000
1668,3,2,0,8,5,2003,2003,10635,502,0,1,232000
1374,2,1,0,4,6,1920,1950,5400,338,0,0,105000
1661,3,1,0,6,6,1955,1996,9600,377,0,0,165500
2097,3,2,1,7,6,1998,1998,9750,583,0,1,274300
2633,2,2,1,10,5,2001,2002,11400,804,1,0,466500
1958,3,2,1,7,5,2005,2005,10625,936,0,1,250000
1571,3,2,0,8,5,2007,2007,10991,722,1,0,239000
790,2,1,0,6,5,1930,1950,6292,160,0,0,91000
1604,3,2,0,5,5,1941,1960,10998,660,0,0,117000
987,2,1,1,6,5,1973,1973,1953,264,0,0,83000
1394,3,2,1,5,5,2006,2007,9735,400,1,0,167500
864,2,1,0,3,3,1914,1950,8212,200,0,0,58500
2117,4,2,1,6,7,1970,1970,12925,550,0,0,237500
1762,4,1,1,7,7,1920,1950,7200,576,0,0,157000
1416,3,2,0,5,7,1918,2007,25339,576,0,0,112000
1258,2,1,0,6,5,1939,1950,9060,280,0,0,105000
1154,3,1,0,4,8,1922,2007,5436,240,0,0,125500
2784,5,3,1,7,5,1978,1978,16692,564,0,1,250000
2526,5,2,0,6,7,1916,1950,8520,216,0,0,136000
1746,3,2,0,9,5,2006,2007,14892,758,0,1,377500
1218,3,1,0,6,6,1941,1950,6000,440,0,0,131000
1525,3,2,0,7,5,2000,2000,9100,541,0,1,235000
1584,4,2,0,5,5,1967,1967,8944,792,0,0,124000
900,3,1,0,5,5,1967,1967,7838,288,0,0,123000
1912,3,2,0,6,7,1905,2000,10800,672,0,0,163000
1500,2,2,0,7,5,2006,2006,4045,648,0,1,246578
2482,4,2,1,8,5,2005,2006,12665,642,1,0,281213
1687,3,1,0,5,5,1948,1950,57200,572,1,0,160000
1513,4,1,1,5,8,1920,2004,6120,180,0,0,137500
1904,3,1,1,5,4,1950,1982,7200,240,0,0,138000
1608,3,2,1,6,6,1925,1990,6171,216,0,0,137450
1158,3,1,0,6,7,1929,1950,6000,208,0,0,120000
1593,3,2,1,6,5,2004,2004,7415,398,0,1,193000
1294,2,2,0,7,5,2006,2006,6762,662,0,1,193879
1464,3,2,0,8,5,2007,2007,15256,754,0,1,282922
1214,3,1,0,3,4,1915,1950,10410,936,0,0,105000
1646,2,2,0,8,5,2004,2005,3842,482,0,1,275000
768,2,1,0,5,7,1972,2007,8445,396,0,1,133000
833,3,1,0,5,5,1985,1985,8780,0,0,1,112000
1363,3,1,0,4,7,1910,1950,7740,528,0,0,125500
2093,3,2,1,7,6,1986,1991,20544,542,0,1,215000
1840,3,2,1,7,5,2001,2001,12420,622,0,1,230000
1668,3,1,1,6,8,1950,2005,9600,271,0,0,140000
1040,2,2,0,4,5,1949,1950,7200,420,0,0,90000
1844,2,2,0,8,5,2005,2006,10994,620,0,1,257000
1848,4,1,1,6,7,1923,2000,13053,370,0,0,207000
1569,1,2,0,7,5,2007,2007,3635,660,0,1,175900
2290,4,2,0,4,6,1885,1950,11340,560,0,0,122500
2450,3,2,1,8,5,1998,1998,16545,1069,1,0,340000
1144,3,1,1,5,5,1963,1963,9204,336,0,0,124000
1844,3,2,0,6,5,1969,1969,16381,540,0,1,223000
1416,3,2,1,6,6,1968,1968,11700,776,0,1,179900
1069,2,2,0,6,5,1977,1977,4043,440,0,0,127500
848,1,1,0,6,5,2003,2003,4435,420,0,1,136500
2201,4,2,0,6,7,1966,1966,19690,432,0,0,274970
1344,2,1,0,5,5,1958,1983,9503,484,0,0,144000
1252,3,1,0,6,6,1959,1959,10721,528,0,0,142000
2127,3,2,1,7,5,1994,1994,10944,525,1,0,271000
1558,3,1,1,5,6,1945,1950,10930,288,0,0,140000
804,2,1,0,5,7,1940,1992,7200,240,0,0,119000
1440,3,2,0,6,7,1981,1981,12546,467,0,1,182900
1838,4,2,1,5,5,2005,2005,21930,372,0,1,192140
958,2,2,0,6,6,1976,1976,4928,440,0,0,143750
968,4,2,0,4,6,1927,2007,10800,216,0,0,64500
1792,3,2,1,6,5,2000,2000,10261,451,0,1,186500
1126,3,2,0,5,5,1977,1977,17400,484,0,1,160000
1537,3,1,1,6,9,1962,2005,8400,462,0,0,174000
864,3,1,0,4,6,1971,1971,9000,528,0,0,120500
1932,2,2,0,8,5,2008,2008,12444,774,1,0,394617
1236,2,1,0,6,7,1957,1996,7407,923,0,0,149700
1725,3,2,1,7,6,1979,1979,11584,550,0,1,197000
2555,3,2,0,6,7,1922,1994,11526,672,0,1,191000
848,1,1,0,6,5,2004,2004,4426,420,0,1,149300
2007,3,2,1,10,5,2008,2008,11003,812,0,1,310000
952,2,1,0,6,6,1916,1950,8854,192,0,0,121000
1422,3,2,0,7,5,2004,2004,8500,626,0,1,179600
913,3,1,0,6,5,1966,1966,8400,240,0,0,129000
1188,3,1,0,5,7,1962,1962,26142,312,0,1,157900
2090,3,2,1,8,5,1995,1996,10000,556,0,1,240000
1346,2,1,1,4,7,1910,2000,11767,384,0,0,112000
630,1,1,0,5,7,1970,1970,1533,0,0,0,92000
1792,4,2,2,5,5,1974,1974,9000,0,0,0,136000
1578,3,2,0,8,5,2008,2009,9262,840,0,1,287090
1072,2,1,0,5,5,2005,2005,3675,525,0,0,145000
1140,3,1,0,5,5,2006,2006,17217,0,0,1,84500
1221,2,2,0,7,5,2004,2005,7500,400,0,1,185000
1647,3,2,1,6,5,1999,2000,7917,460,0,1,175000
2073,3,2,0,6,6,1978,1988,13175,500,0,1,210000
2340,4,2,0,7,9,1941,2006,9042,252,0,1,266500
1078,2,1,0,5,6,1950,1996,9717,240,0,0,142125
1256,3,1,1,5,6,1965,1965,9937,276,0,0,147500
